College Name,Overall_Performance_Score,Placement_Rate,Avg_Doc_DSS,Fund_Utilization,Infrastructure_Quality
Sree Narayana Guru Polytechnic College,63.071468968782,76.04422552283823,49.64410629773978,83.05011502966937,20.0
Priyadarshini Indira Gandhi College Of Engineering,63.067914198555044,75.77023861263903,49.868910021186885,84.79715027438604,20.0
Srinivasa Polytechnic College,63.06750190870396,61.94549062151427,79.70390129312091,59.39020541922026,20.0
Imayam College Of Engineering,63.06115327301586,48.97608943105169,83.64760196078416,73.66061336385057,20.0
Kps Institute Of Polytechnic,63.05800627509748,71.06211366170746,71.82097540090263,58.608304949687074,20.0
Netaji Subhash Engineering College,63.0578665495301,76.119826131901,51.14378771341125,81.05383355196768,20.0
Senthur Polytechnic College,63.04356955174747,69.13493930200576,73.43028683759125,53.757385781348994,20.0
Ideal Institute Of Technology,63.03876840701636,53.96308998677885,72.564885436272,77.91485105605747,20.0
Thanthai Periyar Government Institute Of Technology,63.03684811244571,71.71110542118872,82.22639989582098,56.64750074211783,20.0
Isb And M School Of Technology,63.03564209888304,54.2813040099408,75.92866454984656,78.70339408236305,20.0
Grg Polytechnic College,63.029842324528566,55.06766467644887,71.67248812396049,78.0267692338956,20.0
Mj College Of Engineering And Technology,63.02849694189507,66.31518213132287,56.97994755334338,77.70128919918102,20.0
Sd College Of Engineering And Technology,63.02793652811323,58.74945848375784,69.38062159261005,77.12806328942443,20.0
Kongu Polytechnic College,63.02666635844747,69.44514607251506,58.13234353128644,83.4836499846519,20.0
Gujarat Institute Of Technical Studies,63.02264507240538,55.92574855109123,79.25197416600724,62.112741950970616,20.0
Government College Of Engineering Textile Technology,63.018243225452686,68.3273018312151,82.70943894974042,50.95994895528148,20.0
Dr Sudhir Chandra Sur Degree Engineering College,63.01319414864715,73.42618587460701,70.16715999105128,56.19080724793699,20.0
Vasavi Jnana Peetha Polytechnic,63.010640939727736,55.7094268320559,82.57241212228479,68.61740887377553,20.0
Ashokrao Mane Group Of Institutions,62.992750987500926,69.73490195791672,56.20762776673049,74.95237380021182,20.0
Ponnaiyah Ramajayam Institute Of Science And Technology,62.98992186200212,72.56970863351586,49.242845862344645,83.11701988089747,20.0
Delhi Institute Of Tool Engineering,62.96791417194824,75.14512529613862,65.20494384523593,80.84873830355372,20.0
Ses Polytechnic,62.96009150013274,61.97473013467882,63.20354890564229,83.4305871614898,20.0
Svr Engineering College,62.96008191078391,63.439977463394186,58.9289844356719,82.00212401275178,20.0
Smt Kashibai Navale College Of Architecture,62.95885634665661,65.95913350786671,65.4007482477274,70.46583800731221,20.0
Tr Abhilashi Memorial Polytechnic,62.94939348913495,68.34473725581961,54.22744416870101,83.91201644695803,20.0
Adarsha School Of Engineering And International Polytechnic,62.93558542064095,59.47211464483811,69.08120912291922,81.39523966226889,20.0
Ranganathan Polytechnic College,62.93219451963048,52.17699835192432,79.41474783169231,84.74441354651734,20.0
The Kongu Polytechnic College,62.92894171400049,54.83479159850019,83.76130317543742,67.7548084968403,20.0
Bsm College Of Engineering,62.92565915851257,65.81384559188558,71.73767204102994,55.55331123779015,20.0
Gcrg Group Of Institutions,62.92536419258526,55.03453003804073,69.41850761143381,75.82102411718965,20.0
Agnel Technical College,62.92385149592151,44.93117739710739,84.05694547982588,83.93852774527065,20.0
Vijay Rural Engineering College,62.916650097472214,63.25596819408355,82.538349591186,51.536715042647934,20.0
St Martin'S Engineering College,62.91510432183422,56.6846754800266,72.04363938293562,80.76640441106804,20.0
Shree Balaji College Of Polytechnic,62.91149772145527,57.07629834184673,72.94833800484616,73.70620092132637,20.0
Dnm Institute Of Engineering And Technology,62.908558889186125,60.20922029516957,82.78485264781685,53.6854575957714,20.0
T John Institute Of Technology,62.900611494882355,62.90890904794146,84.36595188825606,50.64775701476984,20.0
Smt Sharchchandrika Suresh Patil Institute Of Technology,62.89952390866648,75.12213248476422,60.08050001017232,71.74317762684544,20.0
Chhatrapati Shivaji Institute Of Technology,62.89696965174161,65.58834785622322,65.07560596360057,69.39985924180021,20.0
Meenakshi Ramaswamy Engineering College,62.89173702140061,72.69350170570974,50.72533911222934,76.68194041666807,20.0
Indira Gandhi Delhi Technical University For Women,62.890979644312836,67.0850153555131,74.94243984437702,72.57426531562315,20.0
Sant Gajanan Maharaj Rural Polytechnic,62.889864592784335,64.2944634845652,84.41985843743905,62.68364869616994,20.0
G Narayanamma Institute Of Technology And Science For Women,62.87981019774408,71.5729583636729,55.06541891627573,78.66722937072466,20.0
M Kumarasamy College Of Engineering,62.87912736451929,44.12463978383538,83.77543288011432,83.98846709396317,20.0
Gandhigram Rural Institute,62.867296370536806,64.69797157236228,68.56889742042614,73.82841392399405,20.0
Malla Reddy Institute Of Engineering And Technology,62.86595864604949,76.06770430381627,52.7822906824275,74.75150061829086,20.0
Amrita Institute Of Computer Technology,62.863649011083616,61.04526970009096,70.78376279579523,73.43107435003796,20.0
Gh Raisoni College Of Engineering,62.857428378656095,69.54528841650301,64.22364587372967,83.91211106815976,20.0
Francis Xavier Engineering College,62.85375274038681,55.31855003935775,82.00465854470187,68.44959227170622,20.0
Rayat-Bahra College Of Engineering And Nano Technology For Women,62.847795578551406,79.91162053519811,58.60484008659612,58.23042302049123,20.0
Chaitanya Institute Of Science And Technology,62.84774087452404,69.67844178795806,71.35428463869782,56.13970061223178,20.0
Sat Priya Group Of Institutions,62.844972486611795,78.88878440930662,47.51517124115061,71.65013275888525,20.0
Nancy Polytechnic,62.8444191677334,65.67056801823716,56.58396795142526,84.99180967784622,20.0
Cu Shah Technical Institute Of Diploma Studies,62.84202950783263,74.6971010921823,57.80370955708853,66.26897104468453,20.0
Sardar Kewal Singh Group Of Institutes,62.84085354173435,77.73750534517092,49.95887428828102,70.61009294658878,20.0
Purna Chandra Institute Of Engineering And Technology,62.84081911254091,71.12334901683302,60.2363738153081,73.68231156607116,20.0
Yellamma Dasappa Institute Of Technology,62.83341820121891,58.88552616178923,69.72498206625446,74.43423657077298,20.0
Pratnam Rajendar Reddy Memorial College,62.83130148939531,64.6013311135584,73.11885772973983,57.77162782403167,20.0
School Of Management Sciences,62.829623883327834,52.19275930978056,72.85521507814676,79.99362348348565,20.0
Helapuri Institute Of Technology And Science,62.82931041834708,74.89702044122164,53.79891948386656,64.99514274178904,20.0
Shantaben Manubhai Patel School Of Studies And Research In Architecture And Interior Design,62.82736104263512,74.40040128012856,47.79356125882052,84.39773054633324,20.0
Ct Institute Of Architecture And Planning,62.82328926049967,77.71918086473431,52.47455416019871,59.8907157791048,20.0
Lbs Polytechnic College,62.82201433892484,53.29364516374028,79.82470420598449,65.4625099500477,20.0
Sree Narayana Guru College Of Engineering And Technology,62.82101542717687,75.38064463099616,62.96507539937409,58.09529725742697,20.0
Shri Shankaracharya Engineering College,62.81682605906596,54.14988320560873,83.40368433816514,59.83029543971125,20.0
Indira Gandhi Institute Of Engineering And Technology,62.814856010342396,55.23518830534694,64.57638067004409,83.85817374938792,20.0
Guru Gobind Singh Educational Society'S Technical Campus,62.800532312467375,70.15679718668477,55.598748838781205,71.1661105424885,20.0
Infant Jesus College Of Engineering And Technology,62.79833672735039,63.26001977871766,66.23632229029712,71.96208625764422,20.0
Late Annasaheb Patil Polytechnic,62.79601729259154,70.05333832452123,64.95737535606898,61.22859600835815,20.0
Sns College Of Technology,62.79213788421124,77.02893758072152,47.623097131850265,77.70630775411622,20.0
Lord Krishna College Of Engineering,62.78510488431367,78.54653124620576,48.38475974749426,83.19285020447188,20.0
Yrs Polytechnic College,62.78352495595445,53.44616337723262,81.91077231531827,66.70002518623916,20.0
Shiva Institute Of Engineering And Technology,62.78309162320268,74.82997862534471,56.362186949145794,65.26797742716253,20.0
Amk Technological Polytechnic College,62.773972378193335,69.15741255617459,75.2641851671998,52.87137957928347,20.0
Alva'S Institute Of Engineering And Technology,62.772447359824646,78.08161662392888,47.61408435187416,76.41706444533955,20.0
Gnit Girls Institute Of Technology,62.76801103426686,72.0608280721413,65.19883625332122,61.44493646180667,20.0
Babulal Tarabai Institute Of Research And Technology,62.76783253986433,44.44714008408278,82.47406687413445,81.09135519879474,20.0
Jai Polytechnic,62.765208566394975,71.60673360150588,49.46356354764919,83.29259586377057,20.0
Ggs Polytechnic College,62.76321606021922,73.02417782168362,68.17894739837155,67.73514009341933,20.0
Dr Vrk Womens College Of Engineering And Technology,62.762285999379614,55.30646724817628,76.51470047304923,65.20065009185555,20.0
Chadalawada Ramanamma Engineering College,62.76166970478366,50.19182282800058,80.84573402261209,79.38931320330089,20.0
Sant Longowal Institute Of Engineering And Technology,62.76124793260689,67.12859653855502,65.46377908938639,84.20524949690201,20.0
Manoharbhai Patel Institute Of Engineering And Technology,62.75993005051171,76.48644750113706,54.99446955894059,76.62393953403999,20.0
Amritsar College Of Engineering And Technology,62.756399680794445,51.49945370466761,77.06297419950326,83.85643482833802,20.0
Sri Ganesh College Of Engineering And Technology,62.75592541318789,70.477288686293,52.83080585675393,73.99709918187602,20.0
Continental Institute Of Engineering And Technology,62.75495850223844,53.78073827341012,72.45975114301129,74.25514589703573,20.0
Iitt College Of Engineering,62.75328904096353,73.36232828841207,49.00052668135387,76.71578315206749,20.0
Rudhraveni Muthuswamy Polytechnic College,62.74545973880002,75.38569061277947,60.68036756806085,61.514096769261386,20.0
Prbs College Of Polytechnic,62.73925420413616,49.21333729413816,80.93489042315036,81.69253378384325,20.0
Maharana Pratap Institute Of Technology And Management,62.73728688041476,62.37927486937921,76.50731561609182,56.621425834619714,20.0
Rajaji Institute Of Technology,62.7343243358719,57.045832887731926,67.69358666901601,77.58683166085304,20.0
Mauli Group Of Institutions,62.72770630952118,75.79706712165228,63.16767009948256,59.821440076631326,20.0
Shri Krishna Institute Of Technology And Management,62.72026246086898,59.08146863101588,65.20083099338919,84.76115699254414,20.0
Patel Institute Of Engineering And Science,62.71171534893835,65.05734757253924,62.31386529976088,75.47487273503103,20.0
Sri Padmavati Mahila Visvavidyalayam,62.71123177214728,69.4834247643271,60.091049598910246,71.77147477892672,20.0
Periyar Centenary Polytechnic College,62.7111574812863,56.37655380466039,81.79989670062741,69.3326455523524,20.0
Gyanmanjari Institute Of Technology,62.70945634613034,51.13414275995715,84.23698680583016,75.45682196650009,20.0
Walchand College Of Engineering,62.70670570005764,66.66776602097666,67.25202882030399,61.67451075047239,20.0
Ajay Binay Institute Of Technology,62.704141637635075,46.05253677273237,80.6772162906685,80.37458159518518,20.0
Jaypee Institute Of Information Technology,62.70312768710454,78.73836252852465,55.19558760320811,66.98353992960077,20.0
Sri Venkateshwara College Of Engineering,62.70234478505262,65.63719769719222,80.44060583627848,51.50685819992009,20.0
Surendra Institute Of Engineering And Management,62.70182081863749,74.33280342119426,59.197233374943394,67.98236737688043,20.0
Sumathi Reddy Institute Of Technology For Women,62.69740403850582,52.0778302684086,74.52355649114031,83.35277025648276,20.0
Ck College Of Engineering And Technology,62.69724552608784,71.16520036247013,67.17338779276938,58.36077182237708,20.0
Kuppam Engineering College,62.694050843113814,65.12086728234507,79.80287611106635,52.53472769949468,20.0
Shree Swami Atmanand Saraswati Institute Of Technology,62.693873036934896,70.77579322290389,71.90936080789487,80.58188892573813,20.0
Shri Moti Smriti Institute Of Technology,62.69143183904191,67.38551679828785,74.87083119378221,52.9170204492012,20.0
Sagar Institute Of Science And Technology,62.68755526773723,66.66970240952652,58.08526243001908,84.73396482140956,20.0
Indian Maritime University,62.6857299074222,71.60554738228589,81.36639548223684,62.34042643602236,20.0
Government Womens Polytechnic,62.68055074987868,69.55964694740294,79.31104285693485,56.63398072205087,20.0
Mk Group Of Institutions,62.679641175048985,76.88183557783418,62.322313512835294,58.08825397694598,20.0
Shree Tontada Siddhalingeshwar Kalyan Kendra Polytechnic,62.678582817698725,62.13267067079882,73.64982180475386,61.92118707850347,20.0
Sri Raaja Raajan College Of Engineering And Technology,62.678066298952885,59.59214074135394,72.0561089918757,70.5948649043979,20.0
Trinity Academy Of Engineering,62.67793878111232,61.57492626393466,83.72198475025269,52.9320684338541,20.0
Maharaja Surajmal Institute Of Technology,62.67533787251842,57.38489558553447,84.64601696191667,66.02484918429728,20.0
Nirma University,62.675066404925275,52.15997178707792,79.6938169874455,84.45055848935878,20.0
Federal Institute Of Science And Technology,62.67446361643988,63.99649171901203,75.59675793386798,61.62935098100234,20.0
Ct Polytechnic College,62.67435916169788,55.78646871656319,70.7201727500375,76.21616920845014,20.0
Bengal College Of Engineering,62.6693723683148,67.15821711549026,75.69059345151894,56.27799599425625,20.0
Baba Banda Singh Bahadur Polytechnic College,62.66724864032531,78.95931599116983,55.99650132268648,77.53249175973639,20.0
Camellia Institute Of Engineering And Technology,62.66323681216372,66.47706458820971,71.24745887053754,60.95544066870734,20.0
Azmet College Of Engineering And Technology,62.66102409369142,67.05300543158504,63.91435478608656,65.37372160775254,20.0
Sunder Deep Engineering College,62.6594332548259,43.4151099722481,78.29770144855095,82.66299203591339,20.0
Bansal Institute Of Engineering And Technology,62.65916309630672,76.88187147290813,44.519943833521324,83.71724097195708,20.0
Integral University,62.64995989581276,76.68857265717904,79.86605913555036,81.1921028714915,20.0
Technocrats Institute Of Technology Excellence,62.64925177123289,70.58363621979333,60.77097800390497,71.61001237043153,20.0
Brick Group Of Institutes,62.64645042929114,78.43389166011666,57.14641823973791,64.05795910876259,20.0
Apurva Polytechnic,62.64551536865525,55.85534347067517,62.20772802810095,84.9882800231625,20.0
Rukmani Devi Institute Of Science And Technology,62.64497513353086,78.39849724511492,47.75349902780532,81.80479595172966,20.0
Vignan'S Lara Institute Of Technology And Science,62.64296539475182,75.58295206142432,71.00092585848351,51.87161227599116,20.0
Bharath Niketan Engineering College,62.6421283728796,67.84320001330673,61.063842622062296,71.64965822686227,20.0
Siksha 'O' Anusandhan,62.637962408010246,63.09944746717037,66.51992048904954,71.15812629331671,20.0
Institute Of Technology Marine Engineering,62.635430528424706,57.69388964047261,64.01014669522559,82.08715622232987,20.0
Arya College Of Engineering And Research Centre,62.63421663926607,57.83060673374322,68.54010464718486,79.64303781986425,20.0
Dr Radhakrishnan Institute Of Technology,62.633500479436194,64.4465607324279,81.44476681889448,51.2416017725577,20.0
School Of Engineering,62.633247382180905,71.32554848514417,65.03276283544596,53.43574596231784,20.0
Ramanand Institute Of Pharmacy Management And Technology,62.632746805915914,61.36128730458691,75.9286892042025,60.77374759285787,20.0
International Maritime Academy,62.63193641064079,57.01872931639436,68.07637158912787,82.20707926213659,20.0
Aamdar Kashinathji Mengal Polytechnic,62.63148884788154,67.81275416328127,65.1446344741622,63.94397089634009,20.0
Smt Lv Government Polytechnic,62.62331214144383,59.98760092717867,83.25026855893034,67.05226452896387,20.0
Sagar Institute Of Technology And Management,62.61903726376455,54.51711548058263,77.50192058849024,68.77224920164362,20.0
Biju Patnaik Institute Of Technology,62.61708627881213,73.12022086980775,53.37595026000293,71.35964181678338,20.0
Asansol Institute Of Engineering And Management,62.61613446492768,74.65083208810901,51.06585405994057,79.55492058035111,20.0
Institute Of Infrastructure Technology Research And Management,62.614247290196154,63.043060776670345,81.38619349524969,59.75273375763528,20.0
Six Sigma Institute Of Technology And Science,62.61412883053452,67.63175853079139,72.91125505372963,60.98787074222112,20.0
Devo Mahesh College Of Engineering And Technology,62.610090320691526,77.13136793098516,54.43626275327088,76.31602129798978,20.0
Dr Virendra Swarup Memorial Trust Group Of Institutions,62.60864689454079,77.70548397211121,65.77243453039117,53.83497748368934,20.0
Modern Group Of Colleges,62.60234456714125,53.88753326562156,76.34527410520394,68.66991259643456,20.0
St Joseph Engineering College,62.6022357102364,78.13688913001543,66.32893945247774,51.35850616555926,20.0
Cb Kolli Polytechnic,62.60074334995913,72.92659432133416,67.23372831879061,60.07491996504237,20.0
Visvesvaraya College Of Engineering And Technology,62.59750812176073,48.81295656137277,77.34082016040358,78.52398925104691,20.0
Tulsiramji Gaikwad Patil College Of Engineering And Technology,62.59499694280741,68.16274935121653,67.3384266562587,67.19654277739119,20.0
Ngf College Of Engineering And Technology,62.592198481413725,64.89760811242171,78.42209441041933,51.806879281413885,20.0
Adarsh Polytechnic College,62.59121043486405,79.75806612584637,62.64696487390459,56.73265218564229,20.0
All Saints' College Of Engineering,62.584193756141495,54.806919801819376,73.8177852399203,69.11369937233826,20.0
Mahalakshmi Engineering College,62.583366197683475,68.55922270731142,46.78582073609832,82.18867423693814,20.0
Vethamonikam Memorial Csi Polytechnic College,62.58286328515311,59.24258024618167,67.91733464230497,79.93702064632335,20.0
Rama Engineering College,62.58191911542053,59.4443866732955,66.54549355996335,79.8720390713857,20.0
Sreyas Institute Of Engineering And Technology,62.581864965673475,70.89616785497282,58.11425032554648,71.66749634648328,20.0
Imps College Of Engineering And Technology,62.58125390523497,77.48059350379297,57.999455668468286,57.96567172819624,20.0
Daripally Anantha Ramulu College Of Engineering And Technology,62.58062593630798,77.72901277248806,55.974223089695904,63.63789991994588,20.0
Dr Dy Patil University,62.578517147949654,50.22473648099853,83.03481921513557,74.16772351946334,20.0
Swami Vivekananda Institute Of Science And Technology,62.5780389213191,79.9371367611017,50.46839739909329,71.35422236800365,20.0
James College Of Engineering And Technology,62.57633608046412,54.06323993326688,68.72609190846516,79.09676043107143,20.0
Mayurbhanj School Of Engineering,62.57084784447469,72.23430727588993,66.91305994529361,68.49931421121059,20.0
Rajadhani Institute Of Engineering And Technology,62.5701826314015,78.55749078856482,49.85007058173285,69.78724989720264,20.0
Patanam Rajender Reddy Memorial Engineering College,62.56432517055828,76.35106012021072,48.823338049755,73.99951145725854,20.0
Ganpat University Institute Of Computer Technology,62.56251689766088,49.39497068814288,78.6042152474943,77.7076637795393,20.0
Tdr Polytechnic,62.559512477313845,67.58510642437783,68.17124008503194,60.96759371308093,20.0
Gyan Sagar Polytechnic College,62.5594650552274,72.20965469927206,47.6825299056914,80.22231554425505,20.0
School Of Aeronautics,62.558498856035264,77.61456534630842,55.204891845802784,61.341910384700086,20.0
Ms Engineering College,62.557051192778886,50.78155862413868,74.17930141862982,77.50189638101746,20.0
Manthan Polytechnic College,62.5552100193437,74.77525499361319,56.24046328432509,75.99980187161367,20.0
Shree Hn Shukla Diploma Engineering College,62.55236075423444,66.42360924470353,51.315851109637805,81.66035991264508,20.0
Lj Institute Of Engineering And Technology,62.550041957989094,48.09562293058493,69.9648794408245,83.91691000700888,20.0
Orissa Institute Of Engineering And Technology,62.54866516245909,56.47183575221577,68.46725275004174,82.19608358094595,20.0
Dmi Engineering College,62.54695654019528,51.53168202209116,84.03784615496059,67.03637801780175,20.0
Quest Group Of Institutions,62.545987145743965,61.68809183914402,81.21105891767864,59.54243203682001,20.0
Shri Ramswaroop Memorial Group Of Professional Colleges,62.53915425618966,78.48215058889244,55.25271773852411,54.97751893211006,20.0
Bhartiya Institute Of Engineering And Technology,62.53836794451123,75.61108052499736,42.7769633961325,80.03527363125542,20.0
Genba Sopanrao Moze College Of Engineering,62.53773367224616,56.78698114945667,74.17996124645938,84.8403251144604,20.0
Mizoram Polytechnic,62.53408122890089,57.634014343340255,80.89542550384677,66.9210613930876,20.0
Isl Engineering College,62.53349588437131,49.6607019952466,79.40167261999375,73.84841564899352,20.0
Guntur Engineering College,62.53171848468172,50.43526260964714,76.24671914155071,80.62443216043744,20.0
Loknete Gopalraoji Gulve Polytechnic,62.530543413745484,65.35530339003759,64.37501001751825,81.1336593071051,20.0
Sri Manakula Vinayagar Polytechnic College,62.53014364292111,51.02642077689122,80.35333000585481,69.87578047455504,20.0
Dns College Of Engineering And Technology,62.52780365244561,51.90699133050907,75.12875781056138,74.0701965528753,20.0
Amrita School Of Engineering,62.52622093434101,77.431318485759,49.84556201371922,63.734451993642026,20.0
Aizza College Of Engineering And Technology,62.5256483618771,78.68808291089476,50.54545001539567,62.77003582006508,20.0
Dr Sg Reddy Polytechnic,62.521073465303886,77.32884412365209,57.340729162096935,76.36033290203207,20.0
Malnad College Of Engineering,62.518766264972044,63.508088023898736,81.54280270166146,56.92972152312662,20.0
Voice Of God Polytechnic College,62.517600207616255,68.79590091559335,58.857287939358926,76.42556038341863,20.0
Ct Institute Of Technology,62.511598667160534,54.17617720995142,74.84636205852358,69.57584794042135,20.0
Koustuv School Of Engineering,62.50422034547538,74.49584692242058,56.06818516743508,73.13445120449335,20.0
Iec University,62.4970023271039,69.08642790673724,70.93830359432923,60.28448602105793,20.0
Simhadhri Educational Society Group Of Institutions,62.49626537493931,78.02535533123577,43.43250277601887,72.12160534494271,20.0
Sai Ganapathi Engineering College,62.491742914304965,62.01846629934554,75.25968063516311,62.82719400883229,20.0
Sri Annamalai Polytechnic College,62.48933188480355,73.19555856521384,73.5161879205245,52.20709539011999,20.0
Shiv Kumar Singh Institute Of Technology And Science,62.48909517367114,77.96416659431151,42.915650524566686,72.8056161553013,20.0
Sri Rudramuni Swamiji Rural Polytechnic College,62.48763484048937,69.64848517953587,55.41391334050302,76.39598362780971,20.0
Global Polytechnic College,62.48617433927839,79.61949758605357,59.12486417872314,52.94341528137033,20.0
Paavai Polytechnic College,62.48359254849456,61.08360630405207,75.10907831711617,69.51274230062899,20.0
Avanthis Polytechnic College,62.482968731936694,70.26551798917669,56.47068812155369,78.30218284883499,20.0
Christ College Of Engineering,62.48150956837142,74.23527571001608,70.24057601308806,53.5993918105542,20.0
Shree Sathyam College Of Engineering And Technology,62.4764359072537,54.67260997014203,67.43691790779168,78.27608435781784,20.0
Sri Sukhmani Institute Of Engineering And Technology,62.473740470936335,64.2711501720728,65.04659258759091,66.87628446657982,20.0
Coorg Institute Of Technology,62.467004290609914,59.95398868881279,75.11118940275139,65.48282056006855,20.0
Pavendar Bharathidasan College Of Engineering And Technology,62.464564282617275,54.91693649640694,84.81670160067577,55.98420576014274,20.0
St Joseph'S College Of Engineering,62.46431799211605,54.13403177187541,76.73924336646242,77.59868987411917,20.0
Ganga Memorial College Of Polytechnic,62.46364068409261,78.47725847525062,58.72866400298894,57.35062176454772,20.0
Ksr Polytechnic College,62.46339756248159,64.11665538373663,61.45991666632449,74.00926778819178,20.0
Jkp Polytechnic,62.45948547823454,73.86904698560826,67.51913604428717,67.3152360790929,20.0
Shatabdi Institute Of Engineering And Research,62.457339243106425,72.7495614942683,61.830430916812105,59.33041073938739,20.0
Sp Memorial Institute Technology,62.45545802974309,78.62577138804181,45.25852049660886,70.42268691622567,20.0
Regional College For Education Research And Technology,62.45519990503726,63.14432926384238,79.02680419670281,50.0071554105398,20.0
Apex Professional University,62.45507346559272,66.9128728227413,83.48681298349925,50.122543680642806,20.0
Babu Banarasi Das Engineering College,62.449444315547524,63.03892037094515,63.4664484592296,75.55366696912407,20.0
Kanchi Pallavan Engineering College,62.44925551267178,47.15610927321175,74.95219944693321,78.81587265049863,20.0
Rajaram Shinde Institute Of Engineering And Technology,62.448148188242385,60.59496612685262,69.84980398838046,72.4708155296091,20.0
Aditya Institute Of Technology And Management,62.44789004884882,79.29190707924093,59.50071892998783,56.94875568460102,20.0
Chalapathi Institute Of Technology,62.44724008686256,65.15166108032616,75.12394182529991,56.36176228584996,20.0
Konkan Gyanpeeth College Of Engineering,62.44629407941382,51.79418831121825,78.8250959534133,83.6948879151379,20.0
New Prince Shri Bhavani College Of Engineering And Technology,62.4446464026958,63.63123091296664,56.187821348156746,80.30371585629263,20.0
Poornima Institute Of Engineering And Technology,62.43815339263474,68.80453559702889,70.80476749388737,58.284884408444725,20.0
Chintalapudi Engineering College,62.437404006101275,74.45686372846012,64.84566668844927,50.00093164988046,20.0
Kings College Of Engineering,62.436210851906,53.104080703413885,83.75032111195219,65.6249017939272,20.0
St Anns Engineering College,62.434386742440665,78.71755533367404,65.10434724737394,51.90903868064861,20.0
Met Engineering College,62.43351788382061,79.16569603414675,44.25066410007327,69.70139279011421,20.0
Keystone Group Of Institutions,62.43170954897718,66.33064388878344,57.60474459373128,70.24530206805984,20.0
Shaheed Capt Dk Khola Technical Campus,62.42622820669408,71.68473129695572,61.291264288812016,65.91464376731193,20.0
Kottai Mariyamman Polytechnic College,62.42575490747931,76.2865754987351,50.52364410603485,73.04032585503487,20.0
Rr Institute Of Technology,62.42145734934828,64.04908277116397,67.73347076211742,68.07916813455454,20.0
Miet Kumaon,62.4124585412113,73.85105990763043,52.745430862848615,63.81766934991105,20.0
Gv Acharya Polytechnic,62.41184822695794,62.65475168809628,79.67741732636199,64.66229004218762,20.0
Galaxy Global Imperial Technical Campus,62.4083082042452,68.95530961327746,66.80120534385541,61.8153519681188,20.0
Toc H Institute Of Science And Technology,62.40821594666293,74.44558852869078,51.58080059111256,75.16459031342659,20.0
Savita Devi Institute Of Technology,62.40363681481647,63.63304354253516,70.89559034151304,64.06798169879643,20.0
Raj Kumar Goel Institute Of Technology And Management,62.40321851273525,57.3997807510751,81.62174425523054,59.04468167798764,20.0
Aditya College Of Engineering And Technology,62.40159527153803,65.15788168154941,68.07702225339433,68.79073965156995,20.0
Younus College Of Engineering And Technology,62.40109025860052,62.66014210103194,60.19841927947365,79.60543547928168,20.0
Bhopal Institute Of Technology,62.39839153296499,74.47633034637437,58.84674320697664,62.536162933314415,20.0
Bharathiyar Institute Of Engineering For Women,62.39820050677506,76.10410159230685,68.58293323302283,52.03388941059156,20.0
Shri Anar Devi Khandelwal Mahila Polytechnic,62.39729817972287,67.60452967487055,69.89377467813193,61.30125735437748,20.0
Shri Ramdeobaba College Of Engineering And Management,62.39428323903844,62.2193162276199,81.13494689639808,60.35045979680344,20.0
Mewat Engineering College,62.393546072615656,66.34935658513382,69.2535017488847,70.92559939925732,20.0
Vedavyasa College Of Architecture,62.39218210556681,58.98600041985412,79.39778662855656,62.23471200330554,20.0
Vaigai College Of Engineering,62.39107182342547,68.99340791294169,52.26466054470711,76.05043676017598,20.0
Trr Engineering College,62.38720869338137,58.88977497379,80.6965615583151,51.36508655398956,20.0
Kongunadu Polytechnic College,62.386233020375,65.45726433827798,68.173648164642,74.13103223563095,20.0
Maxim Institute Of Technology,62.38484343017561,43.48401467988529,83.070839898896,83.12502604019299,20.0
Asra College Of Engineering And Technology,62.38266579172041,46.83969735813586,79.77117449986537,74.71053297805858,20.0
Sha-Shib College Of Technology,62.382511686529654,77.4226592745681,45.88950450029838,69.06704719292703,20.0
Aurora'S Seethaiah Engineering College,62.38077464140029,76.93865292639182,43.636936036882325,75.68038357172799,20.0
Millennium Institute Of Technology And Science,62.38014287004655,62.667345419543125,61.5343088897868,73.94451203142638,20.0
Shree Datta Polytechnic College,62.37783951843839,74.05104554401996,54.74062474155008,73.53389664836467,20.0
Malik Sandal Institute Of Art And Architecture,62.37567898210603,69.89384492090853,58.66389128611941,64.88268305078648,20.0
Kmct College Of Engineering,62.36996608142769,62.00457245298989,78.5304667691431,50.31878222433231,20.0
St Soldier Institute Of Pharmacy And Polytechnic,62.36533687665819,41.32824737627371,81.87765630265127,82.79108874859597,20.0
Br Mahendra Polytechnic College,62.36522158798992,47.05969004727478,81.34934932318143,71.20286141023288,20.0
Oriental Institute Of Science And Technology,62.363452039465024,68.57844863308738,76.73531168852985,52.752623662406144,20.0
Merchant Institute Of Technology,62.36063796640461,75.03218973405998,41.54862474742063,79.69535661268145,20.0
Sree Rama Institute Of Technology And Science,62.355395108755005,42.66418032450164,77.87052216570216,83.77975177470887,20.0
Ssm College Of Engineering,62.354516386667186,62.844485294226,62.34877116059829,74.46300236533702,20.0
Jj Institution Of Information Technology,62.35280944584202,51.47197744986543,81.36334287547857,68.70499467921763,20.0
Varuvan Vadivelan Institute Of Technology,62.34892083067027,76.09289729501207,60.61487024902891,55.57757000393151,20.0
Vijaya Vittala Institute Of Technology,62.34426919446545,60.12444538991504,81.16749616580836,54.195545442929244,20.0
Keystone School Of Engineering,62.340296927947996,66.3514250490857,68.88092453243313,65.12565567855027,20.0
