College Name,DSS,High_Compliance_Risk,Missing_Docs,Placement_Rate
Ket Polytechnic Institute,51.09676027575139,0,1,67.06041090515087
Bhailalbhai And Bhikhabhai Institute Of Technology,51.09968454654171,0,1,76.29404258114202
Mother Teresa Institute Of Science And Technology,51.11249580948419,0,0,65.46209879192898
Annai Teresa College Of Engineering,51.12356783696646,0,1,79.43833561512704
Shri Jm Sabva Institute Of Engineering And Technology,51.12517238119285,0,0,64.95416575007914
Rungta Engineering College,51.13495579960814,0,0,67.1709278937058
Rattan Institute Of Technology And Management,51.13605186300661,0,0,53.58437026663388
Up College Of Polytechnic For Research,51.140648606533645,0,1,64.66745309718524
Netaji Subhash Engineering College,51.14378771341125,0,0,76.119826131901
Madhira Institute Of Technology And Science,51.170465107922496,0,0,53.30394937767585
Sri Ramana Maharishi College Of Engineering,51.17490361662072,0,0,76.54979690551627
Tkm School Of Architecture,51.17994448677326,0,0,60.50206418199531
Rajagiri School Of Engineering And Technology,51.18307882917839,0,0,65.81866031799674
Royal Polytechnic College,51.18444273612411,0,0,74.5085903350033
Chhatratpati Shahuji Maharaj College Of Engineering And Technology,51.205640265166025,0,0,41.3529905549666
Aravali College Of Engineering And Management,51.21167486450474,0,0,52.55494927163665
Vm Institute Of Engineering And Technology,51.21325443658965,0,0,75.46233308551804
Akila College Of Engineering And Management Technology,51.22648702954263,0,2,73.28626832793191
Himalayan Institute Of Technology And Management,51.234801253586326,0,0,47.53700593117168
Mes Rn Shetty Polytechnic,51.24301311527918,0,0,67.49257393076276
Kalasalingam Academy Of Research And Education,51.250610867210845,0,0,53.70491602853638
Jss Academy Of Technical Education,51.25147433396564,0,0,54.61598275797196
Shri Ramdeobaba Kamla Nehru Engineering College,51.25931971371529,0,1,68.36495408150701
Shriram Institute Of Technology,51.28083577885373,0,0,54.57291101505375
Government Polytechnic College,51.29674148149232,0,1,60.8456611564613
Balasinor College Of Polytechnic,51.30545213786258,0,0,46.08647693963001
Shree Hn Shukla Diploma Engineering College,51.315851109637805,0,0,66.42360924470353
Bhagwan Mahavir College Of Architecture,51.34233307514266,0,2,69.69570343434796
Savitri Bai Phule Government Girls Polytechnic,51.35338760839928,0,1,52.389833326462266
Vickram College Of Engineering,51.35748734077143,0,2,71.82852141554073
Raipur Institute Of Technology,51.36717730921429,0,1,65.82887339670376
Sri Balaji Chockalingam Engineering College,51.43836674383439,0,0,58.88866414794009
Arjun College Of Technology,51.44332043981701,0,2,77.14281980912062
Sindhura College Of Engineering And Technology,51.4503637431142,0,0,66.09723799279863
Maharashtra Mudran Parishads Institute Of Printing Technology And Research,51.468224624564165,0,0,48.83653596202684
The Neotia University,51.47080985420126,0,2,65.0360183790565
Ace College Of Engineering,51.475197239678224,0,0,77.25958455548187
Ariyalur Engineering College,51.48660404399619,0,0,46.88755487508461
Pune Vidhyarthi Griha'S College Of Engineering,51.48987945736139,0,2,57.98323578023804
Government Polytechnic Ganai Gangoli,51.496124873354646,0,0,71.51205709299863
Bipin Tripathi Kumaon Institute Of Technology,51.496909587978045,0,0,52.51188491451941
Imperial College Of Engineering And Research,51.51901910411,0,1,48.986510382063926
Orissa University Of Agriculture And Technology,51.51911789409807,0,1,60.44925953255941
Kalol Institute Of Technology And Research Centre,51.53074836932555,0,0,55.397124825689446
Maa Saraswati Institute Of Engineering And Technology,51.554721356013225,0,0,48.8089619061509
Desh Bhagat Foundation Group Of Institutions,51.556289276859744,0,2,55.81846093221041
Sri Vellappally Natesan College Of Engineering,51.56446557533307,0,0,50.77401119379245
Gateway Institute Of Engineering And Technology,51.57994959672422,0,0,41.11189909459026
Toc H Institute Of Science And Technology,51.58080059111256,0,1,74.44558852869078
Chouksey Engineering College,51.58726351631685,0,0,47.96583131248407
Jp College Of Engineering,51.59262678802044,0,0,56.58420151175887
Raajdhani Engineering College,51.604525705200544,0,1,48.68096387035034
Shri Shankaracharya Institute Of Professional Management And Technology,51.60530266732549,0,1,67.76589617460422
Csi Institute Of Technology,51.60863303059777,0,0,70.58432223300619
Indian Institute Of Information Technology Allahabad,51.62982497979797,0,0,77.68389492131152
Mm College Of Technology,51.64340803629053,0,1,50.17310535851523
Bvc College Of Engineering,51.65976408240645,0,0,64.58472165949736
Visvodaya Engineering College,51.66019959774037,0,2,76.66859401165576
Vidarbha Institute Of Technology,51.66636495597348,0,0,47.07473348027583
Musaliar College Of Engineering And Technology,51.67370876733193,0,1,79.23551641460153
Dr Dy Patil School Of Engineering And Technology,51.67855050347072,0,0,55.42949905815745
Ambala College Of Engineering And Applied Research,51.69609317024629,0,0,42.12789627551012
Rajaram Shinde College Of Engineering,51.74612629616609,0,0,65.12312959972255
Rajaas Engineering College,51.75782372762827,0,0,41.44413885286936
Sies Graduate School Of Technology,51.79115123430888,0,0,51.54405622616307
Sriram Polytechnic College,51.79787170456882,0,0,57.74387381244516
Shridhar University,51.81824519132866,0,0,54.05507510680221
Rnb Global University,51.85251881419413,0,0,41.83048587878769
Udhayam Polytechnic College,51.85833981383747,0,0,63.32959237468472
Surya School Of Engineering And Technology,51.87049263563574,0,0,77.54935623380219
Gandhi Institute For Education And Technology,51.88118147925224,0,1,41.102348736048185
Anand Institute Of Higher Technology,51.911109452291946,0,1,63.61075794377325
Babu Banarsi Das Institute Of Engineering Technology And Research Centre,51.91822056019476,0,1,51.74893629175381
Pes Institute Of Technology,51.92019676387115,0,1,47.07286331271196
Agnihotri College Of Engineering,51.93338139820539,0,0,75.90933546364998
Mam Polytechnic College,51.94000661323594,0,0,68.9800183296494
Global Open University,51.94063396298287,0,0,49.12918089567224
Gb Pant Institute Of Technology,51.94235834140528,0,0,66.34996601941002
Sher-E-Kashmir University Of Agricultural Sciences And Technology Of Kashmir,51.94359702485809,0,0,53.98037327009166
Sant Gadge Baba Amravati University,51.95813073684658,0,0,40.32630281213746
Jawaharlal Nehru College Of Technology,51.95841591584674,0,0,66.36774091866684
Moradabad Institute Of Technology,51.96220483139796,0,0,69.34514687433655
Saroj Institute Of Management And Technology,51.96751043207031,0,0,44.4596683576038
Maharaja Agrasen Institute Of Technology,51.97239695103342,0,1,54.00612679017343
Lord Jegannath College Of Engineering And Technology,51.97762987992797,0,0,61.71533053409632
Vits Engineering College,51.98666128222175,0,0,48.167644405432185
Matrusri Engineering College,51.98669792442273,0,0,46.24390601118176
Sanketika Polytechnic College,51.9918959506924,0,1,63.50505142774156
Krishna Institute Of Engineering And Technology,52.00624730297308,0,0,57.97525822269348
Aman Bhalla Institute Of Engineering And Technology,52.02766149802066,0,0,45.36251037409192
University Of Hyderabad,52.03019705307158,0,0,54.969564207994935
Vishwavidyalaya Engineering College Sarguja University,52.03238474656791,0,0,53.91646200454166
Sree Krishna Polytechnic College,52.042722894535714,0,1,51.81220700319233
Shanmugha Polytechnic College,52.05183813064968,0,2,72.15799627376299
Dreamz Polytechnic,52.07110630181936,0,0,66.7675739951413
Patna Sahib Technical Campus,52.07277123284048,0,0,40.93347050226811
Government College Of Engineering And Ceramic Technology,52.07384660345438,0,0,66.3041990670963
Swarna Bharathi College Of Engineering,52.074524425399375,0,0,45.56221236724804
Central Institute Of Tool Design,52.0847068049022,0,0,46.5332142216703
Ksk College Of Engineering And Technology,52.09216704056881,0,2,75.22626067209524
Noble College Of Engineering And Technology For Women,52.10522053902884,0,0,46.70973540907508
College Name,52.10594267639022,0,2,51.58385063972535
Muchhala Polytechnic,52.108619852098265,0,0,44.468298890961904
Ratnapuri Institute Of Technology College Of Polytechnic,52.10896729176842,0,0,47.15463921334442
Btl Institute Of Technology And Management,52.10962363035407,0,0,40.8336478612493
Rajarshi Shahu Polytechnic,52.12248351648845,0,0,54.42057757517093
Ch Ranbir Singh State Institute Of Engineering And Technology,52.13563864767936,0,0,52.234644984314016
Bhilai Institute Of Technology,52.141397467490926,0,0,72.92188182064167
Balasore College Of Engineering And Technology,52.14309106410629,0,1,56.35246193642557
Zeal College Of Engineering And Research,52.17863929697617,0,0,79.19361013193853
Mahendra Polytechnic College,52.18426232418682,0,0,49.34918715226439
Chebrolu Engineering College,52.18671041869606,0,0,71.13645252914029
Surajmal College Of Engineering And Management,52.19692292351082,0,0,78.8959031923757
St Soldier Institute Of Engineering And Technology,52.20160883391088,0,0,56.78186362703161
Rameshwaram Institute Of Technology And Management,52.22710885301797,0,0,42.93694083407843
Vignan'S Foundation For Science Technology And Research,52.229593581054566,0,0,53.97546217604954
Vaigai College Of Engineering,52.26466054470711,0,1,68.99340791294169
Akal College Of Agriculture,52.267711521588,0,1,57.37594734179723
Bapuji Polytechnic,52.27396415268968,0,0,62.19759173783871
World College Of Technology And Management,52.27615357997322,0,1,51.076972579775294
Shankarrao Dhawad Polytechnic,52.28244524249164,0,0,77.21061278230789
Lala Lajpat Rai Memorial Polytechnic College,52.28910481463809,0,0,50.752185864064685
Prayag Institute Of Technology And Management,52.30788296184234,0,0,61.77878639625755
College Of Engineering And Rural Technology,52.30866864279004,0,1,72.41876787802946
Gyan Ganga College Of Technology,52.31293202270176,0,0,42.29941016481114
Maharashtra Polytechnic,52.31662422976778,0,1,63.47143856942737
Supreme Knowledge Foundation Group Of Institutions,52.32444963046581,0,0,70.1158478818479
Vikas Institute Of Engineering And Technology,52.33757951233188,0,0,55.78818344869083
Gwalior Institute Of Technology And Science,52.33856635202072,0,1,50.2474131314252
Narasaraopeta Institute Of Technology,52.342896773836046,0,0,63.39515635980665
Saroj Mohan Institute Of Technology,52.34595924269033,0,0,76.8841879815445
Vidya Sagar Polytechnic,52.37183031053579,0,2,69.17961283693404
Dy Patil School Of Engineering Academy,52.37288849478411,0,1,61.83081727524655
Raman Bhakta School Of Architecture,52.37300737863359,0,1,52.20074021733606
Vijaya Engineering College,52.37833871668549,0,0,65.71660186634787
Assam Engineering College,52.380675506161126,0,0,77.94885121236274
Mukesh Patel School Of Technology Management And Engineering,52.39488696161131,0,0,49.56191675620991
Ssn Engineering College,52.417276390946,0,0,58.13066233431783
Cmr Engineering College,52.41812108731869,0,0,55.59357858568138
Adj Dharmambal Polytechnic College,52.42656234033289,0,1,52.170064569033535
Sri Aravindar Engineering College,52.42782255091279,0,0,79.07489071555861
Dr Dy Patil Institute Of Technology,52.43058267851445,0,1,50.41529589876732
Greater Kolkata College Of Engineering And Management,52.43620444469414,0,1,74.5244092290204
Skn Sinhgad Institute Of Technology And Science,52.4620128643164,0,2,66.47127051667734
Sikkim Manipal University,52.47440934353273,0,0,49.64515728068498
Ct Institute Of Architecture And Planning,52.47455416019871,0,0,77.71918086473431
Bengal College Of Engineering And Technology,52.47610679939373,0,0,67.29377157760482
Dr Gu Pope College Of Engineering,52.482836082780544,0,0,46.5233128751782
Mcts Rajiv Gandhi Institute Of Technology,52.48466534152874,0,0,44.60980015749086
Mohamed Sathak Polytechnic College,52.48468321373938,0,1,67.25042133245437
Jj Polytechnic College,52.49230352601012,0,0,40.38485811360272
Camellia School Of Engineering And Technology,52.49820959792407,0,2,68.01715033006059
Kilachand Devchand Polytechnic,52.50908164233961,0,0,44.90004488923102
Maharishi University Of Information Technology,52.51025616340284,0,0,72.95812911631413
The Kavery Engineering College,52.52573203138945,0,0,50.42958836041099
Muthayammal College Of Engineering,52.53304416209881,0,0,57.08376574288057
Sree Krishna College Of Engineering,52.53317993427359,0,0,52.43806874406604
Ganpat University,52.53445624628404,0,0,62.4323243509027
Cept University,52.5498627786183,0,0,40.127310154272585
Surya Polytechnic College,52.55637708829517,0,0,67.43958570969684
Indus International University,52.55949031931878,0,0,58.12933350308163
Sri Venkateswara Institute Of Science And Information Technology,52.57281923018273,0,0,56.49911240678347
Bethesda Institute Of Technology And Science,52.60552374714535,0,0,48.21095022317177
Thakur College Of Engineering And Technology,52.61549061225829,0,0,76.9088608675917
Symbiosis International University,52.61793680357977,0,0,51.00191220777167
Mit Academy Of Engineering,52.6257280807682,0,1,53.1981687579783
Diamond Harbour Government Polytechnic,52.63994430748744,0,0,51.35901110414958
Abhaysinhraje Bhonsle Institute Of Technology,52.64587360472039,0,0,52.56966788113771
Lal Bahadur Shastri Polytechnic,52.65358889457981,0,0,57.67146127175965
Pragyan Research Institute Of Diploma Engineering,52.65471585442248,0,0,46.83397614409864
Bits Pilani,52.66141995118485,0,0,48.22700224186646
Subharti Institute Of Technology And Engineering,52.66462110784454,0,0,65.0926722378433
Rmd Sinhgad School Of Engineering,52.673043998532215,0,0,42.04524832377103
Greater Noida Institute Of Technology Engineering Institute,52.67357522076814,0,0,40.63706879435613
Adarsh Institute Of Technology And Research Center,52.67386281603734,0,0,66.89962151112016
Velaga Nageswara Rao College Of Engineering,52.67803332072683,0,0,42.9897323789419
Adichunchanagiri Institute Of Technology,52.68636452618384,0,0,77.43011761585896
Mewar University,52.69421647816419,0,0,57.29511405482213
Krushnaji Purushottam Chousalkar Yogeshwari Polytechnic,52.72846406197174,0,0,79.76960640364075
Pt Lee Chengalvaraya Naicker Polytechnic College,52.74444272566346,0,0,64.21876259206743
Miet Kumaon,52.745430862848615,0,0,73.85105990763043
Kit'S College Of Engineering,52.754078562936,0,0,67.09345260115194
Bharti College Of Engineering And Technology,52.7630200087542,0,0,74.4403134212057
Gautam Buddha University,52.77322329151298,0,0,44.320567727913016
Bhagwati Institute Of Technology And Science,52.780914700904745,0,0,69.63540156080947
Malla Reddy Institute Of Engineering And Technology,52.7822906824275,0,0,76.06770430381627
Tagore Institute Of Engineering And Technology,52.78365035190216,0,0,79.73193884932506
S Padmavathy Polytechnic College,52.795619130513685,0,0,68.08523024116732
The Technological Institute Of Textile And Sciences,52.80498477329087,0,0,52.64697484253328
Rajkiya Engineering College,52.8129945769324,0,0,72.22130618226763
Psn Engineering College,52.828336001929976,0,0,40.5614719222597
Sri Ganesh College Of Engineering And Technology,52.83080585675393,0,2,70.477288686293
Tatyasaheb Kore Institute Of Engineering And Technology,52.8332286489854,0,0,60.129624073283466
Swami Vivekananda School Of Engineering And Technology,52.85570850844126,0,0,40.50307192993397
Annai Mira College Of Engineering And Technology,52.85712281588687,0,0,78.48490104994977
St John College Of Engineering And Management,52.86117753982786,0,1,68.5148554399913
Manav Rachna University,52.86307032900352,0,0,45.2382846122137
Adichunchanagiri Polytechnic College,52.86700826314422,0,0,54.80721975469862
Panjab University,52.86866320037521,0,0,66.39867344104499
Bhagwan Mahavir College Of Engineering And Technology,52.87381102638884,0,0,54.67053667977932
Annai College Of Polytechnic,52.87397338827789,0,0,69.60768551982373
Kns Institute Of Technology,52.888058633571625,0,0,60.92918961409677
Jorhat Institute Of Science And Technology,52.91232769399086,0,0,48.520282493631626
G Madegowda Institute Of Technology,52.91417647068246,0,0,63.57286409186144
Shri Ummed Singh Bhati College Of Engineering And Management,52.92208030777988,0,0,64.49369393307256
Om Institute Of Polytechnic,52.937751034817005,0,0,59.7652066555455
Abhinav Education Society'S College Of Engineering And Technology Polytechnic,52.94091714670145,0,0,62.04024918432701
Chitkara University Institute Of Engineering And Technology,52.94650191733509,0,0,73.74626015671517
Aravali Institute Of Technical Studies,52.95125049310919,0,0,57.8265432122759
Vivekanandha College Of Technology For Women,52.95268186258718,0,0,50.710862443077794
Ana College Of Engineering And Management Studies,52.96046726922518,0,1,40.46980218128146
Sj College Engineering And Technology,52.964861011810825,0,0,54.41985294136536
Vkr,52.96610021280435,0,0,76.90836070715848
Panchkula Engineering College,52.96823115621604,0,0,57.268480782310895
Gangamai College Of Engineering,52.97173489353506,0,0,59.825144383059694
Watumull Institute Of Electronics Engineering And Computer Technology,52.98181654965728,0,0,41.14366196669644
Sri Krishna College Of Technology,52.98692869818639,0,0,55.2543252341402
Prem Prakash Gupta Institute Of Engineering,52.997730454532,0,0,65.64743257294099
Sujala Bharati Institute Of Technology,53.004907726880255,0,0,48.72648505690232
Telangana State Aviation Academy,53.00643714457087,0,0,52.8022744409748
Acs College Of Engineering,53.011049680472986,0,0,64.72677476383913
Rajamahendri Institute Of Engineering And Technology,53.02311664727483,0,1,70.53316965718167
Suddhananda Residential Polytechnic,53.02587006227343,0,2,56.26233849079807
Shriram Institute Of Engineering And Technology Polytechnic,53.04342155412247,0,1,67.05712639375625
Prasanthi Polytechnic College,53.045027949776,0,0,60.0123456743392
Priyadarshini Institute Of Technology And Science For Women,53.048788853221495,0,1,61.283111477490046
Adhiparasakthi Polytechnic College,53.05077009448014,0,0,58.9921415158508
Sahyadri College Of Engineering And Management,53.06659243888705,0,0,40.13307188925895
Shantilal Shah Engineering College,53.08104717005445,0,0,40.73226274316168
Ms Ramaiah Polytechnic,53.09120112640957,0,0,75.2235262236669
Amardeep College Of Engineering And Management,53.09633092307047,0,1,68.91713947903682
Nuva College Of Engineering And Technology,53.09996173950104,0,2,61.61656992851883
Malla Reddy Engineering College And Management Sciences,53.13468944442999,0,2,67.74228901338304
Hindustan Institute Of Technology Science And Management,53.15868798045904,0,1,52.27261047144726
University Of Engineering And Management,53.159525462881646,0,1,42.03625646977781
Sakshi Institute Of Technology And Management,53.16013419141376,0,0,44.7127826683058
Shahjehan College Of Engineering And Technology,53.16530538629159,0,2,70.92781346647487
Sri Sairam College Of Engineering,53.17118971621923,0,0,67.41622942725128
Cat College Of Architecture,53.18280224183942,0,0,78.04098543269758
Pankaj Laddhad Institute Of Technology And Management Studies,53.18991326919965,0,0,75.648168384421
Adusumalli Vijaya College Of Engineering And Research Centre,53.19493731289806,0,1,53.05323356231435
Harshith Group Of Institutions,53.2035665258197,0,1,76.01534494473725
Gs Mandal'S Maharashtra Institute Of Technology,53.241773569288654,0,0,47.50058127399747
Amity Institute Of Food Technology,53.25417176416276,0,0,50.62754534815668
Mei Polytechnic,53.26879388189965,0,0,62.57371077673819
Mukhi Polytechnic,53.27624357232689,0,0,42.26660266662033
Gm Chaudhari Polytechnic,53.292452500618246,0,0,45.83866438716069
Bundelkhand Institute Of Engineering And Technology,53.32181864665,0,0,75.437430042848
Chhatrapati Shivaji Polytechnic,53.328187483080704,0,0,73.55881732913812
Arya College Of Engineering And It,53.33159558621187,0,0,61.80785483763418
New Era College Of Science And Technology,53.333036032837015,0,2,43.474296561611006
Mahatma Jyoti Rao Phoole University,53.33787347908,0,1,63.78927160824364
Bihar Agricultural University,53.347861238143615,0,0,52.02903518528245
Gandhi Academy Of Technology And Engineering,53.35475429973381,0,0,60.27489590743812
Smt Manjira Devi Shikshan Avam Prakashan Institute,53.3709160096196,0,0,50.72116601979175
Sitarambhai Naranji Patel Institute Of Technology And Research Centre,53.372450548541615,0,0,59.46670152453376
Nadar Mahajana Sangam Kamaraj Polytechnic College,53.373823989701286,0,0,54.98628339509507
Balaji Polytechnic College,53.373859381457066,0,2,75.9588267420078
Biju Patnaik Institute Of Technology,53.37595026000293,0,0,73.12022086980775
Podhigai College Of Engineering And Technology,53.38044338963254,0,2,68.25887935983259
Government College Of Engineering And Technology,53.381094916277846,0,0,67.23066515521501
Bhagat Phool Singh Mahila Vishwavidyalaya,53.38390525817313,0,0,52.91910256050317
Dev Bhoomi Institute Of Technology,53.38981819295846,0,0,41.40186490244918
Ap Shah Institute Of Technology,53.42050970219746,0,0,52.956113728024974
Radharaman Engineering College,53.42222820495012,0,2,50.99935910923681
Sou Venutai Chavan Polytechnic,53.427672720726,0,1,73.76508377346258
Dhanalakshmi Srinivasan Polytechnic College,53.43693573745141,0,0,78.87404007097491
Gkm College Of Engineering And Technology,53.44351348747401,0,2,50.110015695600296
Chartered Institute Of Technology,53.49647922430752,0,0,59.9506673647406
Swami Vivekanand Polytechnic College,53.5008413478895,0,0,78.94513805261565
Vaish Technical Institute,53.51919361001824,0,1,40.62947647128114
Sanjay Institute Of Engineering And Management,53.527593191608815,0,0,49.82008631359185
Vijayanjali Institute Of Technology,53.55106685876303,0,1,47.11914554740589
Mass Polytechnic College,53.555926071619965,0,0,50.32129132363952
Bangalore Institute Of Technology,53.55684288296973,0,0,50.43329985408206
Pratap Institute Of Technology And Science,53.5720061391705,0,0,77.56593458997537
The Salem Polytechnic College,53.58526188760517,0,0,64.35355071838885
Jerusalem College Of Engineering,53.5861019384928,0,1,46.77380268709618
Qis Institute Of Technology,53.59483929024692,0,1,77.3896620704769
Birla Institute Of Technology Extension Centre,53.61352594796367,0,0,78.45488083016215
Ansal School Of Architecture,53.62638924585181,0,0,61.15450438823712
Mahaveer Swami Institute Of Technology,53.63483504214419,0,1,47.64522460325868
Faculty Of Architecture,53.63895519008233,0,2,76.27599365133486
Manipur University,53.64391770881473,0,1,66.51457298457743
Ultra College Of Engineering And Technology,53.66283709745756,0,0,54.0202644010397
Narayanadri Institute Of Science And Technology,53.67660572254327,0,1,73.71455358503127
Msd Polytechnic College,53.67934937959936,0,2,45.59043898329606
Hitkarini College Of Architecture And Town Planning,53.6929249268378,0,1,72.94299946269206
Aurora'S Scientific Technological And Research Academy,53.70642018187169,0,0,42.233645520102485
Dr Kalam Polytechnic College,53.71513918282104,0,1,51.64034768902238
Bis Polytechnic College,53.73338321929073,0,1,65.11549614419621
Ramakrishna Mission Polytechnic College,53.75124656383048,0,0,69.09325965492094
Shri Sai College Of Engineering,53.75211742899887,0,0,56.2164513490541
Baba Hira Singh Bhattal Institute Of Engineering And Technology,53.76331617029843,0,2,58.97242115965548
Bengal Institute Of Technology,53.77446452979685,0,0,64.93713764738219
Helapuri Institute Of Technology And Science,53.79891948386656,0,0,74.89702044122164
Vaishnavi Institute Of Technology,53.81965872135518,0,2,65.0390864175163
Seikalathur Kamatchi Amman Polytechnic College,53.82214470330352,0,0,46.39191150121536
Shree Samarth Polytechnic,53.82632856644312,0,0,76.07032056042075
Marthandam College Of Engineering And Technology,53.8472814134358,0,2,63.42516604641949
Sushant School Of Art And Architecture,53.85679344244909,0,0,62.44184160636935
Sudheer Reddy College Of Engineering And Technology For Women,53.86812159475285,0,1,60.93267527457352
Indira Institute Of Engineering And Technology,53.87733572685157,0,2,49.63073560327255
Acharya Nagarjuna University,53.88171266776658,0,0,79.98700821296282
Maharani Girls Engineering College,53.88354014800685,0,0,58.88468741209601
Rajalakshmi Institute Of Technology,53.89889900050791,0,2,45.00714963777988
Supraja Institute Of Technology And Science,53.907863971526965,0,0,47.90646124869716
Mit School Of Bioengineering Sciences And Research,53.93301101867639,0,0,66.8631758804864
Rise Krishna Sai Gandhi Group Of Institutions,53.93319579641374,0,0,56.37886739886808
Rm Polytechnic,53.944029577809545,0,2,43.28380255355516
Vidyavardhini'S College Of Engineering And Technology,53.954113118583976,0,0,79.7369212403236
Ss Polytechnic College,53.95723901941072,0,0,44.69547062366806
Rl Jalappa Institute Of Technology,53.966670817378,0,2,63.53184917904414
University Of Calicut,53.96709853422588,0,2,47.79773178280617
Chiranjeevi Reddy Institute Of Engineering And Technology,53.96769974794304,0,0,50.704855151411536
Saraswati Higher Education And Technical College Of Polytechnic,53.969966336851776,0,2,49.49747590022301
Pgp College Of Engineering And Technology,53.989464462489885,0,1,66.45929191975875
Institute Of Shipbuilding Technology,54.00160604468622,0,0,50.30646468351557
Abhishek Polytechnic College,54.00440128884907,0,0,62.2048718056728
Sri Vasavi Engineering College,54.015301354575605,0,2,64.35931725194033
Sahaja Institute Of Technology And Sciences For Women,54.01785886693628,0,0,46.30932466178692
Sri Indu Institute Of Engineering And Technology,54.02221045407053,0,0,43.502247561653135
Patiala Polytechnic College,54.029362996365535,0,1,44.05304655885732
Pimpri Chinchwad College Of Engineering,54.03330102436296,0,0,49.61605722498834
Manav School Of Engineering And Technology,54.045500774926566,0,0,78.99994605743838
Dpg Polytechnic,54.059304947882254,0,1,67.60636286148774
Misrimal Navajee Munoth Jain Engineering College,54.06844985862245,0,0,67.37789837078815
Sage University,54.068887749257286,0,0,46.43800153943079
Gokaraju Rangaraju Institute Of Engineering And Technology,54.071819513788085,0,0,71.58695330684174
Nadgir Polytechnic,54.09484477844348,0,0,71.79922082854982
College Of Dairy And Food Science Technology,54.10071264826978,0,1,67.93026891847084
Holy Institute Of Technology,54.1075440052774,0,2,66.41401193293156
Gold Field Institute Of Technology And Management,54.10790500007215,0,0,73.75971375904257
Aryan Polytechnic College,54.11012816980696,0,0,43.0758695199857
Patiala Institute Of Engineering And Technology For Women,54.12047977965339,0,0,64.68163640046016
Centre For Design Excellence,54.13270378598621,0,1,78.13793251917659
Pragati Engineering College,54.13536468005394,0,0,72.74653009590557
Baba Farid College Of Engineering And Technology,54.15950974225096,0,1,66.19809825459635
Jss Science And Technology University,54.16116776978243,0,0,61.531111212379706
Angel Polytechnic College,54.18710363145476,0,0,51.57696851784304
Sankalchand Patel University,54.19573231203388,0,0,68.35091798043464
Nagesh Karajgi Orchid College Of Engineering And Technology,54.20860487377622,0,0,41.21189909643406
Sree Ernakulathappan College Of Engineering And Management,54.22517505113415,0,0,71.75944316079256
Tr Abhilashi Memorial Polytechnic,54.22744416870101,0,0,68.34473725581961
Prasad Institute Of Technology,54.23299394186628,0,0,79.4618267130431
Chhatrapati Shahu Ji Maharaj University,54.27247824271241,0,0,41.26842288768156
St Peter'S Institute Of Higher Education And Research,54.28476038156811,0,0,68.55487125254791
Shree Digamber Institute Of Technology,54.28784905944554,0,0,57.46249826614053
Himalayan Institute Of Engineering And Technology,54.28790561610376,0,0,42.22577939294445
Mount Zion College Of Engineering,54.29422572994254,0,0,78.65242067087073
North Eastern Regional Institute Of Science And Technology,54.30306209646801,0,0,47.01956215252424
Mahaveer Institute Of Technology,54.30420541380357,0,0,59.13154516740671
De Society'S Technical Institute,54.310500029850985,0,0,58.57450733443342
North Eastern Hill University,54.32273459452157,0,0,79.92271825453233
Kr Gouri Amma College Of Engineering,54.32557678909845,0,2,62.40076549749147
Samundra Institute Of Maritime Studies,54.32725400903182,0,2,42.33723960398525
Dr Bc Roy Polytechnic,54.335862045411766,0,1,59.836928226096525
Sree Buddha College Of Engineering,54.35660190608533,0,0,55.72362284044439
Satyam College Of Engineering And Technology,54.36948238932522,0,0,46.5314173914226
Dr Br Ambedkar Institute Of Technology,54.38961482726965,0,0,57.34923668403292
Gitam School Of Technology,54.42891775184097,0,1,78.75411744695938
Global Institute Of Architecture,54.434679049382126,0,2,64.65782015922339
Devo Mahesh College Of Engineering And Technology,54.43626275327088,0,0,77.13136793098516
Newton'S Institute Of Engineering,54.451441712725625,0,0,66.19029825297264
Shree Motilal Kanhaiyalal Fomra Institute Of Technology,54.46280465725568,0,0,70.4686770010705
Dr Bc Roy Engineering College,54.46359780485486,0,0,51.47303104946397
Jeypore School Of Engineering And Technology,54.47718136120203,0,0,55.137619936199215
Anjana Institute Of Technical Education,54.48034223472058,0,0,45.124178075462986
Naraina College Of Engineering And Technology,54.489722823652855,0,0,53.61944688005177
Srg Polytechnic College,54.49060875022055,0,0,40.04265104561375
Gandhi Academy Of Technical Education,54.49135858349997,0,0,71.09118208018555
Dehradun Institute Of Technology,54.49686106348065,0,0,71.14328051733465
Icfai University,54.519063126711,0,0,45.23532264669322
Ellenki Engineering College,54.52109855575813,0,0,65.12091558186262
Maharshi Dayanand University,54.525464593767616,0,0,67.86768903094358
Guru Arjan Dev Polytechnic College,54.53543925291072,0,1,51.14947736863255
Pillai Hoc Polytechnic,54.54249990092075,0,0,67.95085913871432
Trident Academy Of Technology,54.550843886143305,0,0,75.4243762131204
Inderprastha Engineering College,54.554019105103045,0,0,60.42703698625074
Dhirubhai Ambani Institute Of Information And Communication Technology,54.557639582336485,0,2,61.78651057569312
Indira Shiva Rao Polytechnic,54.55983107024363,0,0,74.62208322775913
Abss Institute Of Technology,54.56351996812393,0,0,64.45334366754463
Noida Institute Of Engineering And Technology,54.5647201702035,0,0,62.06932116860864
Indraprastha Institute Of Information Technology,54.56540640750549,0,0,52.95730932330953
Shri Bhagubhai Mafatlal Polytechnic,54.60527717220549,0,2,58.59413463543365
Pailan College Of Management And Technology,54.62015246617742,0,1,49.04021530267477
